id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
38900358,Historic Apartment,39854231,João,Lisboa,Misericrdia,38.70968,-9.15045,Entire home/apt,55,2,1,2019-10-14,0.65,16,157
38905348,Small Farm House in Praia da Aguda,119169723,Mário & Doris,Sintra,So Joo das Lampas e Terrugem,38.84892,-9.44432,Entire home/apt,130,5,1,2019-10-30,1,2,362
38914484,Sant Jordi Lisbon *1 bed in a 8 mixed dorm ensuite,279394443,Sant Jordi Hostels Lisbon,Lisboa,Arroios,38.72451,-9.13181,Hotel room,70,1,3,2019-11-01,2.81,12,226
38916307,Amazing house with sea view & Wifi,137500257,"Loic, Estelle & Co",Sintra,Colares,38.78474,-9.47517,Entire home/apt,173,1,0,,,59,365
38920753,Lux Benfica Stadium - 3 Bedrooms Apartment,71472167,Oscar,Lisboa,So Domingos de Benfica,38.75308,-9.18079,Entire home/apt,135,2,0,,,3,57
38920875,"Dacia Duster ""Overlander"", With Roof Top Tent",83679714,HoW,Lisboa,Lumiar,38.77149,-9.17204,Entire home/apt,59,2,0,,,7,365
38921758,Bela Vista apartment (Pool & Sea View),170772126,Holidays In Ericeira,Mafra,Ericeira,38.97078,-9.41447,Entire home/apt,69,1,0,,,29,345
38921972,Charming city view apartment on the Castle hill B,121835416,Rui & Mónica,Lisboa,Santa Maria Maior,38.71586,-9.13479,Entire home/apt,40,2,6,2019-11-10,4.00,4,350
38922351,"Alameda Room 2 ""Excellent Location!!!""",233817654,Leandro,Lisboa,Areeiro,38.74119,-9.13107,Private room,30,2,1,2019-11-08,1,3,154
38923064,Amazing studio next to Lx Factory!,295623365,Raquel E Filipe,Lisboa,Alcntara,38.7049,-9.1782,Entire home/apt,40,2,1,2019-10-08,0.58,1,38
38923224,Azulejos Cais Sodré B&B,298103049,Success Is Everywhere,Lisboa,Misericrdia,38.70614,-9.14448,Entire home/apt,250,1,0,,,1,365
38923675,"Alameda Room 3 ""Excellent Location!!!""",233817654,Leandro,Lisboa,Areeiro,38.73974,-9.13089,Private room,17,2,2,2019-10-28,1.15,3,170
38925160,Beautiful house with pool access,31898183,"Loic, Estelle & Co",Alenquer,Meca,39.0744,-9.04218,Entire home/apt,114,1,0,,,6,363
38926296,A piece of paradise in the heart of Cascais,4972896,Rita Morais,Cascais,Cascais e Estoril,38.69661,-9.42195,Hotel room,70,1,0,,,38,354
38931610,"2 BDR Apartment at Cascais Center, near the beach.",77975653,Maria,Cascais,Cascais e Estoril,38.70268,-9.41594,Entire home/apt,69,3,0,,,2,158
38932116,"Avenidas Novas, T1 apartment in Lisbon city center",185689002,GAL - Gestão De Alojamento Local,Lisboa,Avenidas Novas,38.72949,-9.14872,Entire home/apt,45,1,0,,,14,344
38933003,Single Room! In the Heart of Lisbon!,14789396,Miguel,Lisboa,Misericrdia,38.70967,-9.14951,Private room,18,3,4,2019-11-06,2.55,3,307
38944283,Beautiful & Classy Baixa,37826641,Mario,Lisboa,Santa Maria Maior,38.71118,-9.13679,Entire home/apt,90,3,1,2019-10-24,0.83,14,213
38945646,Historic Lisbon - Casa Castelo 2,128128,Susana,Lisboa,Santa Maria Maior,38.71523,-9.13527,Entire home/apt,75,3,0,,,4,344
38946152,"Lisbon, 1 bedroom apartment w/ pool in Campolide",185689002,GAL - Gestão De Alojamento Local,Lisboa,Campolide,38.73006,-9.16034,Entire home/apt,40,1,1,2019-11-09,1,14,322
38949074,Selina Secret Garden Lisbon - Deluxe Room,297383246,Selina,Lisboa,Misericrdia,38.71021,-9.15166,Private room,500,1,0,,,2,230
38952452,ALTIDO Alfama Patio I,1756107,Rent Experience,Lisboa,Santa Maria Maior,38.71265,-9.12666,Entire home/apt,208,2,0,,,192,0
38952507,Deluxe Saldanha Plaza w/ AC & Parking,137635529,Jorge,Lisboa,Arroios,38.73291,-9.14318,Entire home/apt,100,3,3,2019-10-19,1.91,3,149
38952805,ALTIDO Alfama Patio II,1756107,Rent Experience,Lisboa,So Vicente,38.71365,-9.12515,Entire home/apt,208,2,0,,,192,0
38952899,Home 4 U Campolide - WIFI,298340692,Cátia,Lisboa,Campolide,38.73404,-9.16581,Entire home/apt,70,2,1,2019-10-14,0.65,1,173
38952952,ALTIDO Amoreiras Trendy,1756107,Rent Experience,Lisboa,Santo Antnio,38.72312,-9.15766,Entire home/apt,208,2,1,2019-11-04,1,192,351
38954808,La Bella Lisboa,298365236,Pedro,Lisboa,Ajuda,38.70432,-9.19417,Entire home/apt,50,1,1,2019-10-20,0.75,2,360
38956778,At Home in Sintra ++,53434620,Francisco Maria,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.78888,-9.37828,Private room,25,2,0,,,4,330
38957710,Cantinho da Ajuda,298365236,Pedro,Lisboa,Ajuda,38.70439,-9.1945,Entire home/apt,1000,1,0,,,2,365
38966593,Room  Bairro Alto Lisbon,298510730,,Lisboa,Misericrdia,38.7137,-9.14672,Private room,20,2,6,2019-11-21,6,2,245
38967396,2F Red Room,39854231,João,Lisboa,Arroios,38.72719,-9.13597,Private room,30,1,5,2019-11-02,2.73,16,165
38967505,2F Double Red Room,39854231,João,Lisboa,Arroios,38.72747,-9.13533,Private room,30,1,6,2019-11-25,3.00,16,172
38967823,3F Green Room,39854231,João,Lisboa,Arroios,38.72906,-9.13397,Private room,30,1,3,2019-10-27,2.14,16,150
38967938,2F Double Green Room,39854231,João,Lisboa,Arroios,38.72843,-9.13545,Private room,30,1,2,2019-10-28,1.13,16,169
38968005,2F Queen Room,39854231,João,Lisboa,Arroios,38.72869,-9.13561,Private room,30,1,1,2019-11-07,1,16,112
38968085,Sunny Suite in Old Town,298524429,Alberto,Lisboa,Misericrdia,38.71629,-9.15306,Entire home/apt,47,3,5,2019-11-10,3.06,1,362
38968177,2F Amazing Apartment,39854231,João,Lisboa,Arroios,38.72691,-9.13609,Entire home/apt,140,2,0,,,16,103
38971308,Home Mais 4 in old town,211306953,An,Lisboa,Santa Maria Maior,38.71605,-9.13496,Entire home/apt,100,2,1,2019-09-29,0.49,10,70
